station_name,time,total_traffic,ID,线路,站点,餐饮服务,购物服务,生活服务,体育休闲服务,医疗保健服务,住宿服务,风景名胜,政府机构及社会团体,科教文化服务,交通枢纽,金融保险服务,公司企业,公共设施,生活类,公司,产业园区,楼宇相关,住宅区
七堡站,2019-01-21,16179.0,17.0,1.0,七堡站,35.0,50.0,51.0,6.0,8.0,0.0,0.0,14.0,17.0,24.0,2.0,19.0,0.0,136.0,35.0,0.0,0.0,8.0
七堡站,2019-01-22,16216.0,17.0,1.0,七堡站,35.0,50.0,51.0,6.0,8.0,0.0,0.0,14.0,17.0,24.0,2.0,19.0,0.0,136.0,35.0,0.0,0.0,8.0
七堡站,2019-01-23,16522.0,17.0,1.0,七堡站,35.0,50.0,51.0,6.0,8.0,0.0,0.0,14.0,17.0,24.0,2.0,19.0,0.0,136.0,35.0,0.0,0.0,8.0
七堡站,2019-01-24,16283.0,17.0,1.0,七堡站,35.0,50.0,51.0,6.0,8.0,0.0,0.0,14.0,17.0,24.0,2.0,19.0,0.0,136.0,35.0,0.0,0.0,8.0
七堡站,2019-01-25,16175.0,17.0,1.0,七堡站,35.0,50.0,51.0,6.0,8.0,0.0,0.0,14.0,17.0,24.0,2.0,19.0,0.0,136.0,35.0,0.0,0.0,8.0
三坝站,2019-01-01,22779.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-02,28988.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-03,28260.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-04,30710.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-05,25572.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-06,22194.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-07,28513.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-08,28937.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-09,28451.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-10,28671.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-11,31126.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-12,26559.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-13,23406.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-14,29219.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-15,28799.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-16,29402.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-17,29659.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-18,31933.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-19,25935.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-20,24449.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-21,30461.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-22,30407.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-23,30472.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-24,30471.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三坝站,2019-01-25,32056.0,59.0,2.0,三坝站,539.0,826.0,513.0,59.0,73.0,81.0,1.0,24.0,269.0,222.0,59.0,779.0,12.0,1890.0,862.0,4.0,15.0,14.0
三墩站,2019-01-01,19531.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-02,24233.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-03,23119.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-04,24011.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-05,18874.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-06,17442.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-07,22895.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-08,23358.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-09,23167.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-10,23129.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-11,24955.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-12,20059.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-13,18694.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-14,24522.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-15,23371.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-16,23627.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-17,24234.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-18,25698.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-19,19654.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-20,18762.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-21,24651.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-22,24498.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-23,24673.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-24,24682.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
三墩站,2019-01-25,24719.0,61.0,2.0,三墩站,364.0,888.0,534.0,28.0,90.0,21.0,3.0,59.0,103.0,172.0,42.0,122.0,15.0,1801.0,223.0,0.0,8.0,38.0
下沙江滨站,2019-01-01,19337.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-02,18554.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-03,18013.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-04,18710.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-05,15911.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-06,15994.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-07,17928.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-08,17971.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-09,17716.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-10,17690.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-11,19223.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-12,17391.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-13,16656.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-14,18525.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-15,17868.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-16,18222.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-17,18412.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-18,19622.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-19,17236.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-20,17162.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-21,19025.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-22,18938.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-23,19480.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-24,18412.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙江滨站,2019-01-25,18811.0,27.0,1.0,下沙江滨站,136.0,155.0,179.0,18.0,34.0,18.0,0.0,12.0,38.0,59.0,0.0,42.0,6.0,476.0,54.0,1.0,13.0,45.0
下沙西站,2019-01-01,10488.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-02,13853.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-03,14105.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-04,13694.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-05,10808.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-06,9357.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-07,13838.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-08,13921.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-09,13717.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-10,13668.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-11,13636.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-12,10917.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-13,9798.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-14,14078.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-15,13446.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-16,14245.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-17,14436.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-18,14696.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-19,11345.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-20,10074.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-21,14307.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-22,14356.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-23,14533.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-24,13984.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
下沙西站,2019-01-25,13848.0,21.0,1.0,下沙西站,65.0,188.0,64.0,5.0,5.0,23.0,3.0,7.0,9.0,35.0,3.0,128.0,5.0,322.0,138.0,1.0,5.0,9.0
中医药大学站,2019-01-01,23632.0,69.0,4.0,中医药大学站,2.0,9.0,8.0,9.0,2.0,0.0,0.0,5.0,6.0,11.0,3.0,2.0,1.0,20.0,10.0,0.0,0.0,7.0
中医药大学站,2019-01-02,21260.0,69.0,4.0,中医药大学站,2.0,9.0,8.0,9.0,2.0,0.0,0.0,5.0,6.0,11.0,3.0,2.0,1.0,20.0,10.0,0.0,0.0,7.0
中医药大学站,2019-01-03,19698.0,69.0,4.0,中医药大学站,2.0,9.0,8.0,9.0,2.0,0.0,0.0,5.0,6.0,11.0,3.0,2.0,1.0,20.0,10.0,0.0,0.0,7.0
中医药大学站,2019-01-04,21597.0,69.0,4.0,中医药大学站,2.0,9.0,8.0,9.0,2.0,0.0,0.0,5.0,6.0,11.0,3.0,2.0,1.0,20.0,10.0,0.0,0.0,7.0
中医药大学站,2019-01-05,17365.0,69.0,4.0,中医药大学站,2.0,9.0,8.0,9.0,2.0,0.0,0.0,5.0,6.0,11.0,3.0,2.0,1.0,20.0,10.0,0.0,0.0,7.0
中医药大学站,2019-01-06,18174.0,69.0,4.0,中医药大学站,2.0,9.0,8.0,9.0,2.0,0.0,0.0,5.0,6.0,11.0,3.0,2.0,1.0,20.0,10.0,0.0,0.0,7.0
